MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20230425,AZ,82.05,17.95,1.46,0.00,0.00,0.00,2023-04-25,2023-05-01,1
20230418,AZ,82.05,17.95,1.46,0.00,0.00,0.00,2023-04-18,2023-04-24,1
20230411,AZ,82.05,17.95,1.86,0.00,0.00,0.00,2023-04-11,2023-04-17,1
20230404,AZ,81.37,18.63,7.50,0.00,0.00,0.00,2023-04-04,2023-04-10,1
20230328,AZ,80.38,19.62,7.52,0.03,0.00,0.00,2023-03-28,2023-04-03,1
20230321,AZ,75.49,24.51,8.33,0.03,0.00,0.00,2023-03-21,2023-03-27,1
20230314,AZ,70.99,29.01,9.11,0.03,0.00,0.00,2023-03-14,2023-03-20,1
20230307,AZ,67.64,32.36,13.09,0.36,0.00,0.00,2023-03-07,2023-03-13,1
20230228,AZ,67.64,32.36,13.09,1.19,0.00,0.00,2023-02-28,2023-03-06,1
20230221,AZ,62.65,37.35,20.59,1.19,0.00,0.00,2023-02-21,2023-02-27,1
20230214,AZ,62.39,37.61,20.59,1.19,0.00,0.00,2023-02-14,2023-02-20,1
20230207,AZ,42.37,57.63,21.33,1.19,0.00,0.00,2023-02-07,2023-02-13,1
20230131,AZ,42.37,57.63,21.33,1.15,0.00,0.00,2023-01-31,2023-02-06,1
20230124,AZ,42.37,57.63,21.33,1.15,0.00,0.00,2023-01-24,2023-01-30,1
20230117,AZ,42.20,57.80,21.33,1.15,0.00,0.00,2023-01-17,2023-01-23,1
20230110,AZ,27.66,72.34,31.69,1.16,0.00,0.00,2023-01-10,2023-01-16,1
20230103,AZ,12.40,87.60,38.94,7.85,0.00,0.00,2023-01-03,2023-01-09,1
20221227,AZ,12.40,87.60,38.96,7.85,0.00,0.00,2022-12-27,2023-01-02,1
20221220,AZ,12.40,87.60,38.96,7.85,0.00,0.00,2022-12-20,2022-12-26,1
20221213,AZ,12.42,87.58,38.96,7.85,0.00,0.00,2022-12-13,2022-12-19,1
20221206,AZ,9.56,90.44,43.45,10.56,0.00,0.00,2022-12-06,2022-12-12,1
20221129,AZ,0.00,100.00,46.85,10.56,0.00,0.00,2022-11-29,2022-12-05,1
20221122,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-11-22,2022-11-28,1
20221115,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-11-15,2022-11-21,1
20221108,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-11-08,2022-11-14,1
20221101,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-11-01,2022-11-07,1
20221025,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-10-25,2022-10-31,1
20221018,AZ,0.00,100.00,46.83,12.78,0.00,0.00,2022-10-18,2022-10-24,1
20221011,AZ,0.00,100.00,56.70,18.40,0.00,0.00,2022-10-11,2022-10-17,1
20221004,AZ,0.00,100.00,56.70,18.33,0.00,0.00,2022-10-04,2022-10-10,1
20220927,AZ,0.00,100.00,56.72,18.47,0.00,0.00,2022-09-27,2022-10-03,1
20220920,AZ,0.00,100.00,63.81,23.00,0.00,0.00,2022-09-20,2022-09-26,1
20220913,AZ,0.00,100.00,66.12,23.00,0.00,0.00,2022-09-13,2022-09-19,1
20220906,AZ,0.00,100.00,66.88,23.48,0.51,0.00,2022-09-06,2022-09-12,1
20220830,AZ,0.00,100.00,66.88,23.48,2.89,0.00,2022-08-30,2022-09-05,1
20220823,AZ,0.00,100.00,73.22,28.67,2.89,0.00,2022-08-23,2022-08-29,1
20220816,AZ,0.00,100.00,84.98,33.58,3.31,0.00,2022-08-16,2022-08-22,1
20220809,AZ,0.00,100.00,89.68,55.32,11.35,0.39,2022-08-09,2022-08-15,1
20220802,AZ,0.00,100.00,90.06,59.65,14.41,1.32,2022-08-02,2022-08-08,1
20220726,AZ,0.00,100.00,93.05,60.37,16.64,2.08,2022-07-26,2022-08-01,1
20220719,AZ,0.00,100.00,98.48,67.85,25.90,3.01,2022-07-19,2022-07-25,1
20220712,AZ,0.00,100.00,98.48,67.83,25.90,3.01,2022-07-12,2022-07-18,1
20220705,AZ,0.00,100.00,98.48,69.79,25.90,3.01,2022-07-05,2022-07-11,1
20220628,AZ,0.00,100.00,98.48,71.71,26.21,3.01,2022-06-28,2022-07-04,1
20220621,AZ,0.00,100.00,98.48,77.90,26.77,3.01,2022-06-21,2022-06-27,1
20220614,AZ,0.00,100.00,98.48,77.90,26.77,3.01,2022-06-14,2022-06-20,1
20220607,AZ,0.00,100.00,98.48,77.90,26.77,3.01,2022-06-07,2022-06-13,1
20220531,AZ,0.00,100.00,98.48,77.88,26.77,3.01,2022-05-31,2022-06-06,1
20220524,AZ,0.00,100.00,98.48,77.88,26.77,3.01,2022-05-24,2022-05-30,1
20220517,AZ,0.00,100.00,98.48,67.47,21.33,3.01,2022-05-17,2022-05-23,1
20220510,AZ,0.00,100.00,98.48,62.23,17.65,0.00,2022-05-10,2022-05-16,1
20220503,AZ,0.00,100.00,98.48,62.22,10.26,0.00,2022-05-03,2022-05-09,1
20220426,AZ,0.00,100.00,98.48,62.22,6.28,0.00,2022-04-26,2022-05-02,1
20220419,AZ,0.00,100.00,86.42,59.77,6.28,0.00,2022-04-19,2022-04-25,1
20220412,AZ,0.00,100.00,86.42,59.77,6.28,0.00,2022-04-12,2022-04-18,1
20220405,AZ,0.00,100.00,86.42,59.77,6.28,0.00,2022-04-05,2022-04-11,1
20220329,AZ,0.00,100.00,75.35,29.49,6.28,0.00,2022-03-29,2022-04-04,1
20220322,AZ,0.00,100.00,75.35,29.49,6.28,0.00,2022-03-22,2022-03-28,1
20220315,AZ,0.00,100.00,75.35,29.49,6.28,0.00,2022-03-15,2022-03-21,1
20220308,AZ,0.00,100.00,75.35,29.49,6.28,0.00,2022-03-08,2022-03-14,1
20220301,AZ,0.00,100.00,75.35,29.49,6.28,0.00,2022-03-01,2022-03-07,1
20220222,AZ,0.00,100.00,56.71,25.89,5.08,0.00,2022-02-22,2022-02-28,1
20220215,AZ,0.00,100.00,56.71,25.89,5.08,0.00,2022-02-15,2022-02-21,1
20220208,AZ,0.00,100.00,56.71,25.80,5.08,0.00,2022-02-08,2022-02-14,1
20220201,AZ,0.00,100.00,56.71,25.80,5.08,0.00,2022-02-01,2022-02-07,1
20220125,AZ,0.00,100.00,56.71,25.80,5.08,0.00,2022-01-25,2022-01-31,1
20220118,AZ,0.00,100.00,56.71,25.80,5.08,0.00,2022-01-18,2022-01-24,1
20220111,AZ,0.00,100.00,56.71,25.80,5.08,0.00,2022-01-11,2022-01-17,1
20220104,AZ,0.00,100.00,55.74,26.15,5.08,0.00,2022-01-04,2022-01-10,1
20211228,AZ,0.00,100.00,60.92,26.20,5.08,0.00,2021-12-28,2022-01-03,1
20211221,AZ,0.00,100.00,76.93,34.11,8.95,0.00,2021-12-21,2021-12-27,1
20211214,AZ,0.00,100.00,76.80,34.08,8.89,0.00,2021-12-14,2021-12-20,1
20211207,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-12-07,2021-12-13,1
20211130,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-11-30,2021-12-06,1
20211123,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-11-23,2021-11-29,1
20211116,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-11-16,2021-11-22,1
20211109,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-11-09,2021-11-15,1
20211102,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-11-02,2021-11-08,1
20211026,AZ,0.00,100.00,76.78,34.08,8.89,0.00,2021-10-26,2021-11-01,1
20211019,AZ,0.00,100.00,76.83,34.08,9.00,0.00,2021-10-19,2021-10-25,1
20211012,AZ,0.00,100.00,76.83,34.42,9.00,0.00,2021-10-12,2021-10-18,1
20211005,AZ,0.00,100.00,80.35,40.02,13.68,0.00,2021-10-05,2021-10-11,1
20210928,AZ,0.00,100.00,80.38,40.02,13.69,0.00,2021-09-28,2021-10-04,1
20210921,AZ,0.00,100.00,86.84,40.02,13.69,0.00,2021-09-21,2021-09-27,1
20210914,AZ,0.00,100.00,86.84,40.02,13.69,0.00,2021-09-14,2021-09-20,1
20210907,AZ,0.00,100.00,86.84,40.02,13.69,0.00,2021-09-07,2021-09-13,1
20210831,AZ,0.00,100.00,96.25,54.23,16.50,0.96,2021-08-31,2021-09-06,1
20210824,AZ,0.00,100.00,96.25,54.27,16.50,0.96,2021-08-24,2021-08-30,1
20210817,AZ,0.00,100.00,96.68,55.52,33.98,5.36,2021-08-17,2021-08-23,1
20210810,AZ,0.00,100.00,99.03,82.76,35.80,5.88,2021-08-10,2021-08-16,1
20210803,AZ,0.00,100.00,98.93,82.76,35.80,6.05,2021-08-03,2021-08-09,1
20210727,AZ,0.00,100.00,98.93,94.64,51.65,8.65,2021-07-27,2021-08-02,1
20210720,AZ,0.00,100.00,98.93,94.64,84.11,35.60,2021-07-20,2021-07-26,1
20210713,AZ,0.00,100.00,98.93,94.64,89.47,57.79,2021-07-13,2021-07-19,1
20210706,AZ,0.00,100.00,98.96,94.62,89.49,57.79,2021-07-06,2021-07-12,1
20210629,AZ,0.00,100.00,98.94,94.62,89.49,57.79,2021-06-29,2021-07-05,1
20210622,AZ,0.00,100.00,98.94,94.62,86.52,57.79,2021-06-22,2021-06-28,1
20210615,AZ,0.00,100.00,98.94,94.64,86.52,57.79,2021-06-15,2021-06-21,1
20210608,AZ,0.00,100.00,98.94,94.64,86.52,57.79,2021-06-08,2021-06-14,1
20210601,AZ,0.00,100.00,99.00,94.62,86.52,57.79,2021-06-01,2021-06-07,1
20210525,AZ,0.00,100.00,99.01,94.62,86.52,57.79,2021-05-25,2021-05-31,1
20210518,AZ,0.00,100.00,99.02,94.66,86.56,57.79,2021-05-18,2021-05-24,1
20210511,AZ,0.00,100.00,99.02,94.66,86.56,57.79,2021-05-11,2021-05-17,1
20210504,AZ,0.00,100.00,99.02,94.62,86.56,57.79,2021-05-04,2021-05-10,1
20210427,AZ,0.00,100.00,99.02,94.62,86.56,57.79,2021-04-27,2021-05-03,1
20210420,AZ,0.00,100.00,99.02,94.62,86.56,57.79,2021-04-20,2021-04-26,1
20210413,AZ,0.00,100.00,98.90,94.66,86.56,57.79,2021-04-13,2021-04-19,1
20210406,AZ,0.00,100.00,98.90,94.66,86.56,54.80,2021-04-06,2021-04-12,1
20210330,AZ,0.00,100.00,98.90,94.66,86.56,54.80,2021-03-30,2021-04-05,1
20210323,AZ,0.00,100.00,98.90,94.66,86.56,54.80,2021-03-23,2021-03-29,1
20210316,AZ,0.00,100.00,98.85,94.60,84.67,53.50,2021-03-16,2021-03-22,1
20210309,AZ,0.00,100.00,98.92,94.60,84.67,53.50,2021-03-09,2021-03-15,1
20210302,AZ,0.00,100.00,98.92,94.60,84.67,53.50,2021-03-02,2021-03-08,1
20210223,AZ,0.00,100.00,98.92,94.60,84.67,53.50,2021-02-23,2021-03-01,1
20210216,AZ,0.00,100.00,98.92,94.60,84.62,53.50,2021-02-16,2021-02-22,1
20210209,AZ,0.00,100.00,98.92,94.60,84.77,53.66,2021-02-09,2021-02-15,1
20210202,AZ,0.00,100.00,98.92,94.60,84.77,53.66,2021-02-02,2021-02-08,1
20210126,AZ,0.00,100.00,100.00,96.56,92.42,57.96,2021-01-26,2021-02-01,1
20210119,AZ,0.00,100.00,100.00,98.32,93.86,72.69,2021-01-19,2021-01-25,1
20210112,AZ,0.00,100.00,100.00,98.34,93.86,72.69,2021-01-12,2021-01-18,1
20210105,AZ,0.00,100.00,100.00,98.34,93.86,72.69,2021-01-05,2021-01-11,1
20201229,AZ,0.00,100.00,100.00,98.34,93.86,72.69,2020-12-29,2021-01-04,1
20201222,AZ,0.00,100.00,100.00,98.34,93.86,72.69,2020-12-22,2020-12-28,1
20201215,AZ,0.00,100.00,100.00,98.34,93.86,72.69,2020-12-15,2020-12-21,1
20201208,AZ,0.00,100.00,100.00,98.35,92.82,76.81,2020-12-08,2020-12-14,1
20201201,AZ,0.00,100.00,100.00,98.35,92.82,76.81,2020-12-01,2020-12-07,1
20201124,AZ,0.00,100.00,100.00,98.35,92.82,71.83,2020-11-24,2020-11-30,1
20201117,AZ,0.00,100.00,100.00,95.06,84.76,32.81,2020-11-17,2020-11-23,1
20201110,AZ,0.00,100.00,100.00,95.06,84.76,19.50,2020-11-10,2020-11-16,1
20201103,AZ,0.00,100.00,100.00,95.01,83.85,8.70,2020-11-03,2020-11-09,1
20201027,AZ,0.00,100.00,100.00,95.01,83.85,8.70,2020-10-27,2020-11-02,1
20201020,AZ,0.00,100.00,100.00,95.01,83.85,8.70,2020-10-20,2020-10-26,1
20201013,AZ,0.00,100.00,100.00,95.01,77.73,6.86,2020-10-13,2020-10-19,1
20201006,AZ,0.00,100.00,100.00,95.01,77.73,6.86,2020-10-06,2020-10-12,1
20200929,AZ,0.00,100.00,100.00,93.97,69.95,3.37,2020-09-29,2020-10-05,1
20200922,AZ,0.00,100.00,100.00,90.67,57.34,0.00,2020-09-22,2020-09-28,1
20200915,AZ,0.00,100.00,100.00,90.67,57.34,0.00,2020-09-15,2020-09-21,1
20200908,AZ,0.00,100.00,97.46,89.42,56.45,0.00,2020-09-08,2020-09-14,1
20200901,AZ,0.00,100.00,97.45,82.16,42.25,0.00,2020-09-01,2020-09-07,1
20200825,AZ,0.00,100.00,97.45,82.36,42.25,0.00,2020-08-25,2020-08-31,1
20200818,AZ,0.00,100.00,90.19,74.64,0.68,0.00,2020-08-18,2020-08-24,1
20200811,AZ,6.42,93.58,81.73,26.42,0.00,0.00,2020-08-11,2020-08-17,1
20200804,AZ,6.42,93.58,81.68,25.76,0.00,0.00,2020-08-04,2020-08-10,1
20200728,AZ,14.30,85.70,46.89,15.99,0.00,0.00,2020-07-28,2020-08-03,1
20200721,AZ,14.30,85.70,36.39,6.79,0.00,0.00,2020-07-21,2020-07-27,1
20200714,AZ,54.75,45.25,13.68,6.76,0.00,0.00,2020-07-14,2020-07-20,1
20200707,AZ,57.44,42.56,13.56,6.76,0.00,0.00,2020-07-07,2020-07-13,1
20200630,AZ,67.45,32.55,13.56,6.76,0.00,0.00,2020-06-30,2020-07-06,1
20200623,AZ,67.45,32.55,13.56,6.76,0.00,0.00,2020-06-23,2020-06-29,1
20200616,AZ,67.45,32.55,13.56,6.76,0.00,0.00,2020-06-16,2020-06-22,1
20200609,AZ,67.45,32.55,13.56,6.76,0.00,0.00,2020-06-09,2020-06-15,1
20200602,AZ,80.51,19.49,13.67,6.76,0.00,0.00,2020-06-02,2020-06-08,1
20200526,AZ,80.51,19.49,13.67,6.74,0.00,0.00,2020-05-26,2020-06-01,1
20200519,AZ,80.51,19.49,13.67,6.74,0.00,0.00,2020-05-19,2020-05-25,1
20200512,AZ,80.51,19.49,13.67,6.74,0.00,0.00,2020-05-12,2020-05-18,1
20200505,AZ,80.60,19.40,13.45,6.77,0.00,0.00,2020-05-05,2020-05-11,1
20200428,AZ,80.60,19.40,13.45,6.77,0.00,0.00,2020-04-28,2020-05-04,1
20200421,AZ,80.59,19.41,13.45,6.77,0.00,0.00,2020-04-21,2020-04-27,1
20200414,AZ,80.59,19.41,13.45,6.77,0.00,0.00,2020-04-14,2020-04-20,1
20200407,AZ,76.62,23.38,18.58,10.39,0.00,0.00,2020-04-07,2020-04-13,1
20200331,AZ,76.62,23.38,18.58,10.39,0.00,0.00,2020-03-31,2020-04-06,1
20200324,AZ,73.23,26.77,19.47,11.32,0.00,0.00,2020-03-24,2020-03-30,1
20200317,AZ,73.03,26.97,19.47,11.36,0.00,0.00,2020-03-17,2020-03-23,1
20200310,AZ,70.34,29.66,21.89,14.02,0.00,0.00,2020-03-10,2020-03-16,1
20200303,AZ,70.34,29.66,21.89,14.02,0.00,0.00,2020-03-03,2020-03-09,1
20200225,AZ,70.34,29.66,21.89,14.02,0.00,0.00,2020-02-25,2020-03-02,1
20200218,AZ,65.28,34.72,22.42,14.65,0.00,0.00,2020-02-18,2020-02-24,1
20200211,AZ,70.13,29.87,23.02,14.65,0.00,0.00,2020-02-11,2020-02-17,1
20200204,AZ,70.37,29.63,23.00,14.65,0.00,0.00,2020-02-04,2020-02-10,1
20200128,AZ,70.37,29.63,23.00,14.65,0.00,0.00,2020-01-28,2020-02-03,1
20200121,AZ,70.37,29.63,23.00,14.65,0.00,0.00,2020-01-21,2020-01-27,1
20200114,AZ,70.37,29.63,23.00,14.65,0.00,0.00,2020-01-14,2020-01-20,1
20200107,AZ,70.37,29.63,23.00,14.65,0.00,0.00,2020-01-07,2020-01-13,1
20191231,AZ,70.37,29.63,23.00,16.73,0.00,0.00,2019-12-31,2020-01-06,1
20191224,AZ,50.54,49.46,26.63,22.01,0.00,0.00,2019-12-24,2019-12-30,1
20191217,AZ,50.54,49.46,26.63,22.01,0.00,0.00,2019-12-17,2019-12-23,1
20191210,AZ,50.54,49.46,26.63,22.01,0.00,0.00,2019-12-10,2019-12-16,1
20191203,AZ,24.05,75.95,46.33,25.44,0.00,0.00,2019-12-03,2019-12-09,1
20191126,AZ,8.68,91.32,70.86,38.52,1.00,0.00,2019-11-26,2019-12-02,1
20191119,AZ,8.18,91.82,78.40,45.75,1.00,0.00,2019-11-19,2019-11-25,1
20191112,AZ,8.18,91.82,78.40,45.56,0.00,0.00,2019-11-12,2019-11-18,1
20191105,AZ,8.18,91.82,78.35,39.52,0.00,0.00,2019-11-05,2019-11-11,1
20191029,AZ,8.18,91.82,78.35,39.52,0.00,0.00,2019-10-29,2019-11-04,1
20191022,AZ,8.18,91.82,78.35,39.52,0.00,0.00,2019-10-22,2019-10-28,1
20191015,AZ,8.18,91.82,76.85,33.96,0.00,0.00,2019-10-15,2019-10-21,1
20191008,AZ,8.18,91.82,76.85,27.53,0.00,0.00,2019-10-08,2019-10-14,1
