MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20080819,AZ,83.21,16.79,2.32,0.00,0.00,0.00,2008-08-19,2008-08-25,1
20080812,AZ,83.11,16.89,2.32,0.00,0.00,0.00,2008-08-12,2008-08-18,1
20080805,AZ,83.58,16.42,2.32,0.00,0.00,0.00,2008-08-05,2008-08-11,1
20080729,AZ,83.58,16.42,2.32,0.00,0.00,0.00,2008-07-29,2008-08-04,1
20080722,AZ,83.58,16.42,2.32,0.00,0.00,0.00,2008-07-22,2008-07-28,1
20080715,AZ,55.13,44.87,16.95,0.00,0.00,0.00,2008-07-15,2008-07-21,1
20080708,AZ,43.06,56.94,20.01,1.87,0.00,0.00,2008-07-08,2008-07-14,1
20080701,AZ,43.06,56.94,22.07,1.87,0.00,0.00,2008-07-01,2008-07-07,1
20080624,AZ,43.06,56.94,23.78,1.87,0.00,0.00,2008-06-24,2008-06-30,1
20080617,AZ,43.06,56.94,23.78,1.87,0.00,0.00,2008-06-17,2008-06-23,1
20080610,AZ,44.16,55.84,18.87,0.00,0.00,0.00,2008-06-10,2008-06-16,1
20080603,AZ,44.26,55.74,18.87,0.00,0.00,0.00,2008-06-03,2008-06-09,1
20080527,AZ,44.26,55.74,18.87,0.00,0.00,0.00,2008-05-27,2008-06-02,1
20080520,AZ,0.00,100.00,24.75,0.00,0.00,0.00,2008-05-20,2008-05-26,1
20080513,AZ,0.00,100.00,24.75,0.00,0.00,0.00,2008-05-13,2008-05-19,1
20080506,AZ,0.00,100.00,24.75,0.00,0.00,0.00,2008-05-06,2008-05-12,1
20080429,AZ,0.17,99.83,27.56,0.00,0.00,0.00,2008-04-29,2008-05-05,1
20080422,AZ,54.74,45.26,20.49,0.00,0.00,0.00,2008-04-22,2008-04-28,1
20080415,AZ,54.74,45.26,20.49,0.00,0.00,0.00,2008-04-15,2008-04-21,1
20080408,AZ,54.95,45.05,18.58,0.00,0.00,0.00,2008-04-08,2008-04-14,1
20080401,AZ,54.95,45.05,18.58,0.00,0.00,0.00,2008-04-01,2008-04-07,1
20080325,AZ,62.02,37.98,17.39,0.00,0.00,0.00,2008-03-25,2008-03-31,1
20080318,AZ,62.02,37.98,17.39,0.78,0.00,0.00,2008-03-18,2008-03-24,1
20080311,AZ,62.02,37.98,17.39,0.78,0.00,0.00,2008-03-11,2008-03-17,1
20080304,AZ,62.02,37.98,17.39,0.78,0.00,0.00,2008-03-04,2008-03-10,1
20080226,AZ,60.11,39.89,17.90,0.78,0.00,0.00,2008-02-26,2008-03-03,1
20080219,AZ,60.11,39.89,17.90,0.78,0.00,0.00,2008-02-19,2008-02-25,1
20080212,AZ,60.11,39.89,17.90,0.78,0.00,0.00,2008-02-12,2008-02-18,1
20080205,AZ,62.70,37.30,18.04,0.78,0.00,0.00,2008-02-05,2008-02-11,1
20080129,AZ,58.02,41.98,20.62,0.78,0.00,0.00,2008-01-29,2008-02-04,1
20080122,AZ,29.26,70.74,42.59,21.90,0.00,0.00,2008-01-22,2008-01-28,1
20080115,AZ,29.26,70.74,42.72,21.90,0.00,0.00,2008-01-15,2008-01-21,1
20080108,AZ,29.26,70.74,42.72,21.90,0.00,0.00,2008-01-08,2008-01-14,1
20080101,AZ,23.12,76.88,48.69,30.80,0.00,0.00,2008-01-01,2008-01-07,1
20071225,AZ,23.12,76.88,48.70,30.80,0.00,0.00,2007-12-25,2007-12-31,1
20071218,AZ,23.12,76.88,48.70,30.80,0.00,0.00,2007-12-18,2007-12-24,1
20071211,AZ,23.12,76.88,48.37,30.80,0.00,0.00,2007-12-11,2007-12-17,1
20071204,AZ,13.60,86.40,54.12,30.80,0.00,0.00,2007-12-04,2007-12-10,1
20071127,AZ,7.11,92.89,81.11,41.16,27.16,0.00,2007-11-27,2007-12-03,1
20071120,AZ,7.11,92.89,63.55,41.16,27.16,0.00,2007-11-20,2007-11-26,1
20071113,AZ,7.11,92.89,63.55,41.16,27.16,0.00,2007-11-13,2007-11-19,1
20071106,AZ,7.11,92.89,63.55,40.52,27.16,0.00,2007-11-06,2007-11-12,1
20071030,AZ,12.94,87.06,63.55,40.52,27.16,0.00,2007-10-30,2007-11-05,1
20071023,AZ,12.94,87.06,63.55,40.52,27.16,0.00,2007-10-23,2007-10-29,1
20071016,AZ,12.94,87.06,63.55,40.52,27.16,0.00,2007-10-16,2007-10-22,1
20071009,AZ,12.94,87.06,63.55,40.52,27.16,0.00,2007-10-09,2007-10-15,1
20071002,AZ,12.94,87.06,63.55,40.52,27.16,0.00,2007-10-02,2007-10-08,1
20070925,AZ,12.96,87.04,63.92,40.52,27.16,0.00,2007-09-25,2007-10-01,1
20070918,AZ,11.45,88.55,67.85,50.77,27.16,0.00,2007-09-18,2007-09-24,1
20070911,AZ,11.45,88.55,67.85,50.77,27.16,0.00,2007-09-11,2007-09-17,1
20070904,AZ,11.45,88.55,67.85,50.77,27.16,0.00,2007-09-04,2007-09-10,1
20070828,AZ,11.45,88.55,67.85,50.77,27.16,0.00,2007-08-28,2007-09-03,1
20070821,AZ,10.57,89.43,68.27,50.77,27.16,0.00,2007-08-21,2007-08-27,1
20070814,AZ,3.13,96.87,86.75,52.61,28.59,0.00,2007-08-14,2007-08-20,1
20070807,AZ,0.00,100.00,89.08,51.51,28.59,0.00,2007-08-07,2007-08-13,1
20070731,AZ,0.00,100.00,89.08,80.46,28.59,0.00,2007-07-31,2007-08-06,1
20070724,AZ,0.00,100.00,89.08,80.46,28.59,0.00,2007-07-24,2007-07-30,1
20070717,AZ,0.00,100.00,89.08,74.21,28.59,0.00,2007-07-17,2007-07-23,1
20070710,AZ,0.00,100.00,89.08,74.21,28.59,0.00,2007-07-10,2007-07-16,1
20070703,AZ,0.00,100.00,89.08,74.21,26.51,0.00,2007-07-03,2007-07-09,1
20070626,AZ,0.00,100.00,89.08,74.21,26.51,0.00,2007-06-26,2007-07-02,1
20070619,AZ,0.00,100.00,89.08,74.21,21.93,0.00,2007-06-19,2007-06-25,1
20070612,AZ,0.00,100.00,89.08,74.21,21.96,0.00,2007-06-12,2007-06-18,1
20070605,AZ,0.00,100.00,89.08,74.21,21.96,0.00,2007-06-05,2007-06-11,1
20070529,AZ,0.00,100.00,89.08,74.21,21.96,0.00,2007-05-29,2007-06-04,1
20070522,AZ,0.00,100.00,89.54,74.21,21.96,0.00,2007-05-22,2007-05-28,1
20070515,AZ,0.00,100.00,89.54,74.21,21.96,0.00,2007-05-15,2007-05-21,1
20070508,AZ,0.00,100.00,89.54,74.21,21.96,0.00,2007-05-08,2007-05-14,1
20070501,AZ,0.00,100.00,89.54,74.21,21.96,0.00,2007-05-01,2007-05-07,1
20070424,AZ,0.00,100.00,89.24,74.21,21.96,0.00,2007-04-24,2007-04-30,1
20070417,AZ,0.00,100.00,89.24,74.21,21.96,0.00,2007-04-17,2007-04-23,1
20070410,AZ,0.00,100.00,89.24,71.68,21.69,0.00,2007-04-10,2007-04-16,1
20070403,AZ,0.00,100.00,89.24,71.68,21.69,0.00,2007-04-03,2007-04-09,1
20070327,AZ,0.00,100.00,89.88,71.68,21.69,0.00,2007-03-27,2007-04-02,1
20070320,AZ,0.00,100.00,90.48,72.24,21.69,0.00,2007-03-20,2007-03-26,1
20070313,AZ,0.00,100.00,89.19,68.86,21.69,0.00,2007-03-13,2007-03-19,1
20070306,AZ,5.17,94.83,77.44,50.05,0.00,0.00,2007-03-06,2007-03-12,1
20070227,AZ,5.17,94.83,74.98,50.05,0.00,0.00,2007-02-27,2007-03-05,1
20070220,AZ,4.77,95.23,78.00,50.05,0.00,0.00,2007-02-20,2007-02-26,1
20070213,AZ,4.77,95.23,78.00,50.05,0.00,0.00,2007-02-13,2007-02-19,1
20070206,AZ,4.77,95.23,78.00,50.05,0.00,0.00,2007-02-06,2007-02-12,1
20070130,AZ,4.49,95.51,78.00,33.36,0.00,0.00,2007-01-30,2007-02-05,1
20070123,AZ,4.49,95.51,77.75,33.36,0.00,0.00,2007-01-23,2007-01-29,1
20070116,AZ,4.05,95.95,77.94,31.74,3.02,0.00,2007-01-16,2007-01-22,1
20070109,AZ,4.05,95.95,77.94,31.74,3.02,0.00,2007-01-09,2007-01-15,1
20070102,AZ,1.01,98.99,77.29,22.75,3.02,0.00,2007-01-02,2007-01-08,1
20061226,AZ,1.00,99.00,77.13,22.75,3.02,0.00,2006-12-26,2007-01-01,1
20061219,AZ,1.00,99.00,77.13,22.75,3.02,0.00,2006-12-19,2006-12-25,1
20061212,AZ,1.08,98.92,77.08,22.75,3.02,0.00,2006-12-12,2006-12-18,1
20061205,AZ,6.13,93.87,68.28,22.75,3.02,0.00,2006-12-05,2006-12-11,1
20061128,AZ,5.95,94.05,67.87,22.75,3.02,0.00,2006-11-28,2006-12-04,1
20061121,AZ,6.04,93.96,67.87,22.75,3.02,0.00,2006-11-21,2006-11-27,1
20061114,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-11-14,2006-11-20,1
20061107,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-11-07,2006-11-13,1
20061031,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-10-31,2006-11-06,1
20061024,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-10-24,2006-10-30,1
20061017,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-10-17,2006-10-23,1
20061010,AZ,6.25,93.75,67.87,22.75,3.02,0.00,2006-10-10,2006-10-16,1
20061003,AZ,5.42,94.58,75.93,28.46,7.27,0.00,2006-10-03,2006-10-09,1
20060926,AZ,5.58,94.42,75.93,28.46,7.27,0.00,2006-09-26,2006-10-02,1
20060919,AZ,5.63,94.37,75.93,28.46,7.27,0.00,2006-09-19,2006-09-25,1
20060912,AZ,1.19,98.81,87.33,40.16,10.16,0.00,2006-09-12,2006-09-18,1
20060905,AZ,1.24,98.76,87.33,44.46,10.61,0.00,2006-09-05,2006-09-11,1
20060829,AZ,1.42,98.58,84.17,41.53,10.61,0.00,2006-08-29,2006-09-04,1
20060822,AZ,1.07,98.93,90.77,41.53,11.78,0.00,2006-08-22,2006-08-28,1
20060815,AZ,0.85,99.15,91.66,58.52,15.24,0.00,2006-08-15,2006-08-21,1
20060808,AZ,0.85,99.15,93.22,62.85,18.82,0.00,2006-08-08,2006-08-14,1
20060801,AZ,0.85,99.15,94.57,74.14,22.07,1.48,2006-08-01,2006-08-07,1
20060725,AZ,0.04,99.96,95.59,79.13,46.11,6.36,2006-07-25,2006-07-31,1
20060718,AZ,0.04,99.96,95.59,79.13,46.11,6.36,2006-07-18,2006-07-24,1
20060711,AZ,0.00,100.00,95.59,79.13,46.11,6.36,2006-07-11,2006-07-17,1
20060704,AZ,0.00,100.00,95.50,76.80,45.77,14.25,2006-07-04,2006-07-10,1
20060627,AZ,0.00,100.00,97.19,84.20,51.21,16.78,2006-06-27,2006-07-03,1
20060620,AZ,0.00,100.00,97.19,84.20,51.21,14.47,2006-06-20,2006-06-26,1
20060613,AZ,0.00,100.00,97.19,84.20,51.21,14.47,2006-06-13,2006-06-19,1
20060606,AZ,0.00,100.00,97.32,84.57,51.21,14.44,2006-06-06,2006-06-12,1
20060530,AZ,0.00,100.00,94.49,80.82,51.21,14.44,2006-05-30,2006-06-05,1
20060523,AZ,0.00,100.00,94.49,80.82,51.21,14.44,2006-05-23,2006-05-29,1
20060516,AZ,0.00,100.00,94.32,79.15,50.20,14.44,2006-05-16,2006-05-22,1
20060509,AZ,0.00,100.00,91.37,76.27,48.33,12.37,2006-05-09,2006-05-15,1
20060502,AZ,0.00,100.00,91.76,76.27,31.17,12.37,2006-05-02,2006-05-08,1
20060425,AZ,0.00,100.00,92.67,76.27,26.16,0.00,2006-04-25,2006-05-01,1
20060418,AZ,0.00,100.00,92.67,76.27,26.16,0.00,2006-04-18,2006-04-24,1
20060411,AZ,0.00,100.00,92.67,76.27,26.16,0.00,2006-04-11,2006-04-17,1
20060404,AZ,0.00,100.00,92.67,76.27,27.84,0.00,2006-04-04,2006-04-10,1
20060328,AZ,0.00,100.00,91.58,76.27,27.84,0.00,2006-03-28,2006-04-03,1
20060321,AZ,0.00,100.00,91.56,76.27,27.84,0.00,2006-03-21,2006-03-27,1
20060314,AZ,0.00,100.00,91.45,76.27,27.84,0.00,2006-03-14,2006-03-20,1
20060307,AZ,0.00,100.00,91.73,77.18,45.36,0.00,2006-03-07,2006-03-13,1
20060228,AZ,0.00,100.00,91.92,73.10,32.40,0.00,2006-02-28,2006-03-06,1
20060221,AZ,0.00,100.00,86.65,72.07,32.40,0.00,2006-02-21,2006-02-27,1
20060214,AZ,0.00,100.00,82.25,62.46,32.40,0.00,2006-02-14,2006-02-20,1
20060207,AZ,0.00,100.00,82.25,62.46,32.40,0.00,2006-02-07,2006-02-13,1
20060131,AZ,3.03,96.97,78.00,46.07,7.84,0.00,2006-01-31,2006-02-06,1
20060124,AZ,3.03,96.97,56.29,35.90,0.00,0.00,2006-01-24,2006-01-30,1
20060117,AZ,3.03,96.97,56.29,17.02,0.00,0.00,2006-01-17,2006-01-23,1
20060110,AZ,2.64,97.36,54.47,9.71,0.00,0.00,2006-01-10,2006-01-16,1
20060103,AZ,2.77,97.23,40.36,0.00,0.00,0.00,2006-01-03,2006-01-09,1
20051227,AZ,21.92,78.08,20.27,0.00,0.00,0.00,2005-12-27,2006-01-02,1
20051220,AZ,21.92,78.08,20.27,0.00,0.00,0.00,2005-12-20,2005-12-26,1
20051213,AZ,21.92,78.08,20.27,0.00,0.00,0.00,2005-12-13,2005-12-19,1
20051206,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-12-06,2005-12-12,1
20051129,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-11-29,2005-12-05,1
20051122,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-11-22,2005-11-28,1
20051115,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-11-15,2005-11-21,1
20051108,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-11-08,2005-11-14,1
20051101,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-11-01,2005-11-07,1
20051025,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-10-25,2005-10-31,1
20051018,AZ,49.95,50.05,11.19,0.00,0.00,0.00,2005-10-18,2005-10-24,1
20051011,AZ,49.95,50.05,11.16,0.00,0.00,0.00,2005-10-11,2005-10-17,1
20051004,AZ,66.74,33.26,11.65,0.00,0.00,0.00,2005-10-04,2005-10-10,1
20050927,AZ,66.72,33.28,11.65,0.00,0.00,0.00,2005-09-27,2005-10-03,1
20050920,AZ,66.45,33.55,11.65,0.00,0.00,0.00,2005-09-20,2005-09-26,1
20050913,AZ,65.06,34.94,11.65,0.00,0.00,0.00,2005-09-13,2005-09-19,1
20050906,AZ,65.06,34.94,11.65,0.00,0.00,0.00,2005-09-06,2005-09-12,1
20050830,AZ,64.63,35.37,11.65,0.00,0.00,0.00,2005-08-30,2005-09-05,1
20050823,AZ,64.79,35.21,11.65,0.00,0.00,0.00,2005-08-23,2005-08-29,1
20050816,AZ,57.69,42.31,16.47,0.00,0.00,0.00,2005-08-16,2005-08-22,1
20050809,AZ,39.26,60.74,19.87,0.00,0.00,0.00,2005-08-09,2005-08-15,1
20050802,AZ,21.89,78.11,26.26,0.00,0.00,0.00,2005-08-02,2005-08-08,1
20050726,AZ,19.12,80.88,27.77,0.00,0.00,0.00,2005-07-26,2005-08-01,1
20050719,AZ,45.08,54.92,19.46,0.00,0.00,0.00,2005-07-19,2005-07-25,1
20050712,AZ,45.08,54.92,19.46,0.00,0.00,0.00,2005-07-12,2005-07-18,1
20050705,AZ,45.08,54.92,19.46,0.00,0.00,0.00,2005-07-05,2005-07-11,1
20050628,AZ,46.13,53.87,19.46,0.00,0.00,0.00,2005-06-28,2005-07-04,1
20050621,AZ,45.52,54.48,19.46,0.00,0.00,0.00,2005-06-21,2005-06-27,1
20050614,AZ,45.20,54.80,19.46,0.00,0.00,0.00,2005-06-14,2005-06-20,1
20050607,AZ,45.20,54.80,19.46,0.00,0.00,0.00,2005-06-07,2005-06-13,1
20050531,AZ,46.63,53.37,9.53,0.00,0.00,0.00,2005-05-31,2005-06-06,1
20050524,AZ,46.63,53.37,9.53,0.00,0.00,0.00,2005-05-24,2005-05-30,1
20050517,AZ,46.63,53.37,9.53,0.00,0.00,0.00,2005-05-17,2005-05-23,1
20050510,AZ,46.62,53.38,9.53,2.89,0.00,0.00,2005-05-10,2005-05-16,1
20050503,AZ,42.47,57.53,11.90,2.89,0.00,0.00,2005-05-03,2005-05-09,1
20050426,AZ,42.35,57.65,14.45,2.89,0.00,0.00,2005-04-26,2005-05-02,1
20050419,AZ,38.38,61.62,23.08,2.89,0.00,0.00,2005-04-19,2005-04-25,1
20050412,AZ,38.38,61.62,23.12,2.89,0.00,0.00,2005-04-12,2005-04-18,1
20050405,AZ,33.52,66.48,37.35,5.67,0.00,0.00,2005-04-05,2005-04-11,1
20050329,AZ,33.55,66.45,38.01,5.90,0.00,0.00,2005-03-29,2005-04-04,1
20050322,AZ,27.79,72.21,38.01,5.91,0.00,0.00,2005-03-22,2005-03-28,1
20050315,AZ,24.22,75.78,38.01,5.91,0.00,0.00,2005-03-15,2005-03-21,1
20050308,AZ,24.22,75.78,38.01,5.91,0.00,0.00,2005-03-08,2005-03-14,1
20050301,AZ,24.22,75.78,38.01,5.91,0.00,0.00,2005-03-01,2005-03-07,1
20050222,AZ,8.76,91.24,42.52,7.55,2.75,0.00,2005-02-22,2005-02-28,1
20050215,AZ,8.76,91.24,46.83,12.68,2.75,0.00,2005-02-15,2005-02-21,1
20050208,AZ,3.31,96.69,79.04,37.43,7.99,0.00,2005-02-08,2005-02-14,1
20050201,AZ,0.38,99.62,82.15,40.14,10.09,0.00,2005-02-01,2005-02-07,1
20050125,AZ,0.38,99.62,83.71,40.14,10.09,0.00,2005-01-25,2005-01-31,1
20050118,AZ,0.31,99.69,83.71,40.14,10.09,0.00,2005-01-18,2005-01-24,1
20050111,AZ,0.00,100.00,83.71,40.14,13.90,0.00,2005-01-11,2005-01-17,1
20050104,AZ,0.00,100.00,91.28,50.23,17.15,0.00,2005-01-04,2005-01-10,1
20041228,AZ,0.00,100.00,94.20,61.02,23.12,0.00,2004-12-28,2005-01-03,1
20041221,AZ,0.00,100.00,94.20,61.02,23.12,0.00,2004-12-21,2004-12-27,1
20041214,AZ,0.00,100.00,94.20,61.02,23.12,0.00,2004-12-14,2004-12-20,1
20041207,AZ,0.00,100.00,94.00,61.06,23.12,0.00,2004-12-07,2004-12-13,1
20041130,AZ,0.00,100.00,94.24,61.73,23.12,0.00,2004-11-30,2004-12-06,1
20041123,AZ,0.00,100.00,94.19,64.16,23.92,0.00,2004-11-23,2004-11-29,1
20041116,AZ,0.00,100.00,94.19,65.15,25.89,0.00,2004-11-16,2004-11-22,1
20041109,AZ,0.00,100.00,91.11,62.57,25.88,0.00,2004-11-09,2004-11-15,1
20041102,AZ,0.00,100.00,91.11,82.32,27.18,0.00,2004-11-02,2004-11-08,1
20041026,AZ,0.00,100.00,91.11,82.32,27.18,0.00,2004-10-26,2004-11-01,1
20041019,AZ,0.00,100.00,91.11,82.32,39.21,0.00,2004-10-19,2004-10-25,1
20041012,AZ,0.00,100.00,91.11,82.32,39.21,0.00,2004-10-12,2004-10-18,1
20041005,AZ,0.00,100.00,91.11,82.32,40.61,0.00,2004-10-05,2004-10-11,1
20040928,AZ,0.00,100.00,91.11,82.32,40.61,0.00,2004-09-28,2004-10-04,1
20040921,AZ,0.00,100.00,91.11,82.32,40.61,0.00,2004-09-21,2004-09-27,1
20040914,AZ,0.00,100.00,91.11,82.32,55.24,0.00,2004-09-14,2004-09-20,1
20040907,AZ,0.00,100.00,90.41,81.74,55.24,0.00,2004-09-07,2004-09-13,1
20040831,AZ,0.00,100.00,90.41,81.74,56.62,0.00,2004-08-31,2004-09-06,1
20040824,AZ,0.00,100.00,90.41,81.74,56.62,0.00,2004-08-24,2004-08-30,1
20040817,AZ,0.00,100.00,90.41,81.74,57.92,0.00,2004-08-17,2004-08-23,1
20040810,AZ,0.00,100.00,90.41,77.27,59.17,0.00,2004-08-10,2004-08-16,1
20040803,AZ,0.00,100.00,90.41,76.91,55.23,0.00,2004-08-03,2004-08-09,1
20040727,AZ,0.00,100.00,90.41,76.91,55.23,0.00,2004-07-27,2004-08-02,1
20040720,AZ,0.00,100.00,90.71,75.62,51.93,0.00,2004-07-20,2004-07-26,1
20040713,AZ,0.00,100.00,90.41,75.62,51.93,0.00,2004-07-13,2004-07-19,1
20040706,AZ,0.00,100.00,90.41,75.62,51.13,0.00,2004-07-06,2004-07-12,1
20040629,AZ,0.00,100.00,90.47,75.42,51.13,0.00,2004-06-29,2004-07-05,1
20040622,AZ,0.00,100.00,90.41,75.42,51.13,0.00,2004-06-22,2004-06-28,1
20040615,AZ,0.00,100.00,90.37,74.80,51.13,0.00,2004-06-15,2004-06-21,1
20040608,AZ,0.00,100.00,90.37,74.80,51.26,0.00,2004-06-08,2004-06-14,1
20040601,AZ,0.00,100.00,90.67,73.24,51.55,0.00,2004-06-01,2004-06-07,1
20040525,AZ,0.00,100.00,88.77,73.71,51.55,0.00,2004-05-25,2004-05-31,1
20040518,AZ,0.00,100.00,88.77,73.71,50.56,0.00,2004-05-18,2004-05-24,1
20040511,AZ,0.00,100.00,88.77,73.71,50.56,0.00,2004-05-11,2004-05-17,1
20040504,AZ,0.00,100.00,88.77,73.71,50.56,0.00,2004-05-04,2004-05-10,1
20040427,AZ,0.00,100.00,88.77,73.71,49.54,0.00,2004-04-27,2004-05-03,1
20040420,AZ,0.00,100.00,88.77,73.71,49.54,0.00,2004-04-20,2004-04-26,1
20040413,AZ,0.00,100.00,88.77,73.71,49.54,0.00,2004-04-13,2004-04-19,1
20040406,AZ,0.00,100.00,86.77,67.09,43.01,0.00,2004-04-06,2004-04-12,1
20040330,AZ,0.00,100.00,90.04,74.17,53.81,1.29,2004-03-30,2004-04-05,1
20040323,AZ,0.00,100.00,90.04,71.09,46.69,1.29,2004-03-23,2004-03-29,1
20040316,AZ,0.00,100.00,90.04,71.09,43.72,1.29,2004-03-16,2004-03-22,1
20040309,AZ,0.00,100.00,90.04,71.09,43.72,1.29,2004-03-09,2004-03-15,1
20040302,AZ,0.00,100.00,84.66,66.17,35.66,1.38,2004-03-02,2004-03-08,1
20040224,AZ,0.00,100.00,84.66,67.55,37.47,2.57,2004-02-24,2004-03-01,1
20040217,AZ,0.00,100.00,84.66,67.55,37.47,2.57,2004-02-17,2004-02-23,1
20040210,AZ,0.00,100.00,84.66,67.55,37.50,2.57,2004-02-10,2004-02-16,1
20040203,AZ,0.00,100.00,84.66,67.55,37.50,2.57,2004-02-03,2004-02-09,1
20040127,AZ,0.00,100.00,82.56,60.94,37.72,2.57,2004-01-27,2004-02-02,1
20040120,AZ,0.00,100.00,95.76,65.85,38.88,2.29,2004-01-20,2004-01-26,1
20040113,AZ,0.00,100.00,87.59,66.67,39.40,2.29,2004-01-13,2004-01-19,1
20040106,AZ,0.00,100.00,85.10,60.80,38.51,2.29,2004-01-06,2004-01-12,1
20031230,AZ,0.00,100.00,84.88,61.65,39.91,3.10,2003-12-30,2004-01-05,1
20031223,AZ,0.00,100.00,85.76,60.69,35.76,3.06,2003-12-23,2003-12-29,1
20031216,AZ,0.00,100.00,83.63,53.07,29.66,1.93,2003-12-16,2003-12-22,1
20031209,AZ,0.00,100.00,83.39,50.91,29.36,2.01,2003-12-09,2003-12-15,1
20031202,AZ,0.00,100.00,83.90,51.84,29.83,1.94,2003-12-02,2003-12-08,1
20031125,AZ,0.00,100.00,83.61,52.20,30.25,2.03,2003-11-25,2003-12-01,1
20031118,AZ,0.00,100.00,83.79,52.22,29.07,1.67,2003-11-18,2003-11-24,1
20031111,AZ,0.00,100.00,92.97,62.80,31.88,1.67,2003-11-11,2003-11-17,1
20031104,AZ,0.00,100.00,93.33,63.44,31.99,1.42,2003-11-04,2003-11-10,1
20031028,AZ,0.00,100.00,92.65,62.50,31.95,1.54,2003-10-28,2003-11-03,1
20031021,AZ,0.00,100.00,93.63,62.99,23.47,1.59,2003-10-21,2003-10-27,1
20031014,AZ,0.00,100.00,91.42,61.12,25.52,2.08,2003-10-14,2003-10-20,1
20031007,AZ,0.00,100.00,91.98,64.31,23.71,1.86,2003-10-07,2003-10-13,1
20030930,AZ,0.00,100.00,91.52,62.43,25.65,3.16,2003-09-30,2003-10-06,1
20030923,AZ,0.00,100.00,100.00,69.26,27.45,3.35,2003-09-23,2003-09-29,1
20030916,AZ,0.00,100.00,100.00,68.63,27.15,2.91,2003-09-16,2003-09-22,1
20030909,AZ,0.00,100.00,100.00,70.23,40.67,5.96,2003-09-09,2003-09-15,1
20030902,AZ,0.00,100.00,100.00,81.16,43.86,5.43,2003-09-02,2003-09-08,1
20030826,AZ,0.00,100.00,99.99,80.56,44.02,5.95,2003-08-26,2003-09-01,1
20030819,AZ,0.00,100.00,100.00,80.45,43.42,5.86,2003-08-19,2003-08-25,1
20030812,AZ,0.00,100.00,100.00,82.58,50.45,5.68,2003-08-12,2003-08-18,1
20030805,AZ,0.00,100.00,100.00,83.42,50.28,6.45,2003-08-05,2003-08-11,1
20030729,AZ,0.00,100.00,100.00,94.91,58.02,5.44,2003-07-29,2003-08-04,1
20030722,AZ,0.00,100.00,100.00,99.50,61.91,7.09,2003-07-22,2003-07-28,1
20030715,AZ,0.00,100.00,100.00,99.28,58.64,4.14,2003-07-15,2003-07-21,1
20030708,AZ,0.00,100.00,100.00,96.35,41.17,4.24,2003-07-08,2003-07-14,1
20030701,AZ,0.00,100.00,100.00,96.26,33.57,3.94,2003-07-01,2003-07-07,1
20030624,AZ,0.00,100.00,100.00,88.16,34.63,4.08,2003-06-24,2003-06-30,1
20030617,AZ,0.00,100.00,100.00,87.36,34.29,4.06,2003-06-17,2003-06-23,1
20030610,AZ,0.00,100.00,100.00,88.72,33.19,4.11,2003-06-10,2003-06-16,1
20030603,AZ,0.00,100.00,100.00,88.41,32.94,0.00,2003-06-03,2003-06-09,1
20030527,AZ,0.00,100.00,100.00,89.07,33.04,0.00,2003-05-27,2003-06-02,1
20030520,AZ,0.00,100.00,100.00,88.80,32.45,0.00,2003-05-20,2003-05-26,1
20030513,AZ,0.00,100.00,100.00,72.03,33.39,0.00,2003-05-13,2003-05-19,1
20030506,AZ,0.00,100.00,100.00,71.52,29.11,0.00,2003-05-06,2003-05-12,1
20030429,AZ,0.00,100.00,100.00,71.40,28.75,0.00,2003-04-29,2003-05-05,1
20030422,AZ,0.00,100.00,100.00,71.08,28.62,0.00,2003-04-22,2003-04-28,1
20030415,AZ,0.00,100.00,100.00,69.28,26.54,0.00,2003-04-15,2003-04-21,1
20030408,AZ,0.00,100.00,100.00,68.41,28.01,0.00,2003-04-08,2003-04-14,1
20030401,AZ,0.00,100.00,100.00,68.95,28.78,0.00,2003-04-01,2003-04-07,1
20030325,AZ,0.00,100.00,100.00,69.54,28.63,0.00,2003-03-25,2003-03-31,1
20030318,AZ,0.00,100.00,100.00,68.91,27.77,0.00,2003-03-18,2003-03-24,1
20030311,AZ,0.00,100.00,100.00,68.43,28.25,0.00,2003-03-11,2003-03-17,1
20030304,AZ,0.00,100.00,100.00,68.67,37.31,0.00,2003-03-04,2003-03-10,1
20030225,AZ,0.00,100.00,100.00,92.14,59.37,6.92,2003-02-25,2003-03-03,1
20030218,AZ,0.00,100.00,100.00,91.90,59.83,6.93,2003-02-18,2003-02-24,1
20030211,AZ,0.00,100.00,100.00,95.67,62.57,11.83,2003-02-11,2003-02-17,1
20030204,AZ,0.00,100.00,100.00,92.52,62.41,12.00,2003-02-04,2003-02-10,1
